po,partNo,traveler,pot,description,box,quantity,invDate,ps,notes
192888,11546545,714667,920,275 BF 103 S/P,36,90000,2026-08-06 18:00:00,29964,
192888,11546545,714666,1303,275 BF 102 S/P,36,90000,2026-08-06 18:00:00,29964,
192888,11546545,716191,814,280 BF 114 S/P,20,50000,2026-08-06 18:00:00,29964,
192899,11548535,713507,384,285+391 TBL 2 S/P,34,5100,2026-08-10 18:00:00,29964,
192899,11611121,713556,577,190+268 TBL 3 S/P BOLTS,29,26100,2026-08-10 18:00:00,29964,
192899,06502979-A,713987,674,275 BF 112 S/P,34,25500,2026-08-10 18:00:00,29964,
192899,11546774,713588,33,290 BF 109 S/P,11,4950,2026-08-10 18:00:00,29964,
192908,11548147,714398,KIB,190+268 TBL 3 S/P BOLTS,28,7000,2026-08-07 18:00:00,29964,
192908,06104725AA,715709,629,190+268 TBL 3 S/P,36,100800,2026-08-06 18:00:00,29964,
192908,06104725AA,715706,38,157+245 TBL 1 S/P,34,95200,2026-08-06 18:00:00,29964,
192908,06104725AA,715703,2,275 MC 112 S/P,36,100800,2026-08-10 18:00:00,29964,
192908,06104725AA,715705,1526,280 BF 114 S/P,36,100800,2026-08-10 18:00:00,29964,
192933,11610376,714281,1075,11+293 TBL 5 S/P CERT,29,26100,2026-08-10 18:00:00,29964,
192933,06512349AA,714571,1676,245+279 TBL 1 S/P BOLTS,27,10800,2026-08-10 18:00:00,29964,
192933,06503825-A,714564,1447,279 TBL 6 S/P TUMBLE,52,78000,2026-08-10 18:00:00,29964,
192933,06503825-A,713991,319,279 TBL 5 S/P TUMBLE,55,82500,2026-08-10 18:00:00,29964,
192933,06105051AA,714011,1110,252+294 TBL 4 S/P BOLTS,28,17360,2026-08-10 18:00:00,29964,
192933,06502979-A,714563,47,280 BF 121 S/P,37,27750,2026-08-10 18:00:00,29964,
192950,40161567,716202,186,245+279 TBL 1 S/P,27,4725,2026-08-10 18:00:00,29964,
192950,40161567,716203,938,252+294 TBL 4 S/P,29,5075,2026-08-10 18:00:00,29964,
192954,06514720AA,714013,673,245+279 TBL 1 S/P BOLTS,35,43750,2026-08-10 18:00:00,29964,
192954,06502979-A,713988,1633,292 MC 110 S/P,16,12000,2026-08-10 18:00:00,29964,
192954,W711468-S437,713269,859,275 BF 103 S/P,36,57600,2026-08-10 18:00:00,29964,
192954,11609789-IN-MR,714590,976,292 BF 113 S/P,16,48000,2026-08-10 18:00:00,29964,
192950,40161567,716205,1603,285+391 TBL 2 S/P,29,5075,2026-08-11 18:00:00,29965,
192950,40161567,716204,153,252+294 TBL 4 S/P,36,6300,2026-08-11 18:00:00,29965,
192950,40161567,716206,1653,252+294 TBL 4 S/P,26,4550,2026-08-11 18:00:00,29965,
192950,40161567,716207,20,245+279 TBL 1 S/P,23,4025,2026-08-11 18:00:00,29965,
190921,11612078-B,707327,1442,"4 MC 74 S/P CERT, VCI BAGS",36,66600,2026-08-11 18:00:00,29967,
192888,11546377,715738,894,292 MC 19 S/P,36,77400,2026-08-10 18:00:00,29967,
192908,06509967AA,715683,KIB,275 MC 04 S/P BOLTS,36,29700,2026-08-10 18:00:00,29967,
192908,06104725AA,715711,398,275 BF 104 S/P,36,100800,2026-08-11 18:00:00,29967,
192933,06503825-A,713993,731,285+391 TBL 2 S/P TUMBLING,61,91500,2026-08-10 18:00:00,29967,
192950,11549171-MY-AK,714445,1673,290 BF 109 S/P,33,9240,2026-08-10 18:00:00,29967,
192950,06510997AA,715840,1763,11+293 TBL 5 S/P BOLTS,33,2475,2026-08-10 18:00:00,29967,
192950,06510997AA,715845,1695,190+268 TBL 3 S/P BOLTS,35,2625,2026-08-10 18:00:00,29967,
192950,06510997AA,715844,1547,285+391 TBL 2 S/P BOLTS,33,2475,2026-08-10 18:00:00,29967,
192950,06510997AA,715841,658,252+294 TBL 4 S/P BOLTS,30,2250,2026-08-10 18:00:00,29967,
192950,06510997AA,715842,874,157+245 TBL 1 S/P BOLTS,9,675,2026-08-10 18:00:00,29967,
192950,11549171-MY-AK,714450,1443,292 BF 117 S/P,36,10080,2026-08-10 18:00:00,29967,
192950,11549204,715879,1558,285+391 TBL 2 S/P,36,7560,2026-08-10 18:00:00,29967,
192950,11549171-MY-AK,714444,844,292 BF 117 S/P,36,10080,2026-08-10 18:00:00,29967,
192950,11549204,715885,969,245+279 TBL 1 S/P,36,7560,2026-08-10 18:00:00,29967,
192950,11549204,715875,445,245+279 TBL 1 S/P,36,7560,2026-08-10 18:00:00,29967,
192950,11549204,715878,687,285+391 TBL 2 S/P,20,4200,2026-08-10 18:00:00,29967,
192950,11549204,715872,1764,285+391 TBL 2 S/P,20,4200,2026-08-10 18:00:00,29967,
192950,11549171-MY-AK,714451,1508,290 BF 109 S/P,36,10080,2026-08-10 18:00:00,29967,
192950,11549204,715881,1834,252+294 TBL 4 S/P,39,8190,2026-08-10 18:00:00,29967,
192950,11549204,715877,421,285+391 TBL 2 S/P,36,7560,2026-08-10 18:00:00,29967,
192954,N620483-S2,714708,1687,11+293 TBL 5 S/P,38,22800,2026-08-11 18:00:00,29967,
192989,1420503001,716704,KIB,252+294 TBL 4 S/P BOLTS,16,24000,2026-08-11 18:00:00,29967,
192989,1420503001,716703,KIB,190+268 TBL 3 S/P BOLTS,15,22500,2026-08-11 18:00:00,29967,
192989,K1046AB,716706,KIB,252+294 TBL 4 S/P VCI BAGS,29,46400,2026-08-11 18:00:00,29967,
192989,W705606-S440,716699,KIB,252+294 TBL 4 S/P,31,17980,2026-08-11 18:00:00,29967,
192989,W705606-S440,716700,KIB,11+293 TBL 5 S/P,37,21460,2026-08-11 18:00:00,29967,
192989,K1046AB,716705,KIB,190+268 TBL 3 S/P VCI BAGS,28,44800,2026-08-11 18:00:00,29967,
192989,61525,716710,KIB,252+294 TBL 4 S/P,12,36000,2026-08-11 18:00:00,29967,
192989,61525,716709,KIB,252+294 TBL 4 S/P,16,48000,2026-08-11 18:00:00,29967,
192887,11546566,714434,65,290 BF 105 S/P BOLTS,31,55800,2026-08-11 18:00:00,29970,
192888,E6267AB,711250,723,290 BF 110 S/P- PLEASE RETURN TO AVP FOR RE-SORT,36,18900,2026-08-11 18:00:00,29970,
192888,11546377,715739,626,292 MC 19 S/P,25,53750,2026-08-11 18:00:00,29970,
192888,E6267AB,711242,456,290 BF 110 S/P- PLEASE RETURN TO AVP FOR RE-SORT,36,18900,2026-08-11 18:00:00,29970,
192908,06509967AA,715682,KIB,275 MC 04 S/P BOLTS,21,17325,2026-08-11 18:00:00,29970,
192933,06511799AA,712976,37CTNS,285+391 TBL 2 S/P CERT,33,59400,2026-08-11 18:00:00,29970,
192933,11610376,714201,141,157+279 TBL 1 S/P CERT,39,35100,2026-08-11 18:00:00,29970,
192950,06513904AA,715601,343,292 BF 116 S/P,36,10800,2026-08-10 18:00:00,29970,
192950,11549204,715874,1551,157+279 TBL 1 S/P,50,10500,2026-08-10 18:00:00,29970,
192950,11549204,715884,1577,11+293 TBL 5 S/P,42,8820,2026-08-10 18:00:00,29970,
192950,11549204,715882,1827,190+268 TBL 3 S/P,36,7560,2026-08-10 18:00:00,29970,
192950,06513904AA,715600,149,292 BF 116 S/P,36,10800,2026-08-10 18:00:00,29970,
192950,47336AE,714454,1430,275 BF 108 S/P,36,23760,2026-08-10 18:00:00,29970,
192950,47336AE,714455,82,275 BF 108 S/P,36,23760,2026-08-11 18:00:00,29970,
192954,W711468-S437,713266,450,275 BF 103 S/P,32,51200,2026-08-11 18:00:00,29970,
192954,N620483-S2,714709,851,190+268 TBL 3 S/P,35,21000,2026-08-11 18:00:00,29970,
192978,06105049AA,715684,KIB,11+293 TBL 5 S/P BOLTS,26,20800,2026-08-11 18:00:00,29970,
192981,06105102AA,716117,KIB,252+294 TBL 4 S/P BOLTS,26,17420,2026-08-11 18:00:00,29970,
192981,06105102AA,716108,KIB,11+293 TBL 5 S/P BOLTS,32,21440,2026-08-11 18:00:00,29970,
192981,06105102AA,716118,KIB,157+279 TBL 1 S/P BOLTS,36,24120,2026-08-11 18:00:00,29970,
192981,06105102AA,716119,KIB,285+391 TBL 2 S/P BOLTS,36,24120,2026-08-11 18:00:00,29970,
192981,11548147,716100,KIB,285+391 TBL 2 S/P BOLTS,36,9000,2026-08-11 18:00:00,29970,
192981,06105102AA,716109,KIB,285+391 TBL 2 S/P BOLTS,19,12730,2026-08-11 18:00:00,29970,
192981,06105102AA,716116,KIB,157+279 TBL 1 S/P BOLTS,36,24120,2026-08-11 18:00:00,29970,
192981,11548147,716101,KIB,285+391 TBL 2 S/P BOLTS,13,3250,2026-08-11 18:00:00,29970,
192989,K1046AB,716708,KIB,190+268 TBL 3 S/P VCI BAGS,19,30400,2026-08-11 18:00:00,29970,
192989,K1046AB,716707,KIB,190+268 TBL 3 S/P VCI BAGS,20,32000,2026-08-11 18:00:00,29970,
192989,W705606-S440,716702,KIB,252+294 TBL 4 S/P,33,19140,2026-08-11 18:00:00,29970,
192989,W705606-S440,716701,KIB,11+293 TBL 5 S/P,36,20880,2026-08-11 18:00:00,29970,
192888,11546364-PH-RO,710966,1081,280 BF 120 S/P,50,175000,2026-08-11 18:00:00,29972,
192888,11546545,714669,1397,280+290 BF 114 S/P,45,112500,2026-08-10 18:00:00,29972,
192888,11546545,714672,1773,280+290 MC 78 S/P,41,102500,2026-08-10 18:00:00,29972,
192888,E6267AB,711243,1003,157+245 TBL 1+BF110 S/P CERT,47,24675,2026-08-12 18:00:00,29972,
192888,E6267AB,711242,456,"285+391 TBL 2+BF 110 S/P IN PINK CONTAINER, CERT",1,20000,2026-08-12 18:00:00,29972,
192888,E6267AB,711251,89,"157+245 TBL 1+BF110 S/P IN PINK CONTAINER, CERT",2,40000,2026-08-12 18:00:00,29972,
192888,E6267AB,713552,1556,"285+391 TBL 2+BF 110 S/P IN PINK CONTAINER, CERT",1PC +36 CTNS,38900,2026-08-12 18:00:00,29972,
192908,06104725AA,715704,939,280 BF 114 S/P,36,100800,2026-08-10 18:00:00,29972,
192950,11549171-MY-AK,714453,475,292 BF 117 S/P,24,6720,2026-08-10 18:00:00,29972,
192950,11549171-MY-AK,714452,392,290 BF 109 S/P,36,10080,2026-08-10 18:00:00,29972,
192950,11549204,715880,1833,252+294 TBL 4 S/P,36,7560,2026-08-10 18:00:00,29972,
192950,11549204,715883,1828,190+268 TBL 3 S/P,36,7560,2026-08-10 18:00:00,29972,
192954,91058,713300,262,190+268 TBL 3 S/P CERT,29,34800,2026-08-11 18:00:00,29972,
192978,W520414-S440,715991,662,280 BF 124 S/P,31,34720,2026-08-11 18:00:00,29972,
192978,11546367-MY-AK,714195,944,275 BF 112 S/P,36,25200,2026-08-11 18:00:00,29972,
192978,11546462,716187,1578,280 BF 121 S/P,36,23400,2026-08-11 18:00:00,29972,
192978,11546462,716184,798,292 MC 110 S/P,36,23400,2026-08-11 18:00:00,29972,
192978,11548414,716169,1539,252+294 TBL 4 S/P,28,13580,2026-08-10 18:00:00,29972,
192978,11548414,716166,878,245+279 TBL 1 S/P,36,17460,2026-08-10 18:00:00,29972,
192978,W520414-S440,715990,1402,280 BF 124 S/P,36,40320,2026-08-10 18:00:00,29972,
192978,11548414,716167,108,11+293 TBL 5 S/P,40,19400,2026-08-10 18:00:00,29972,
192981,06101831-A,715854,632,290 BF 110 S/P,40,40000,2026-08-11 18:00:00,29972,
192981,06101831-A,715858,227,290 BF 110 S/P,40,40000,2026-08-11 18:00:00,29972,
193047,11546703,713857,1552,252+294 TBL 4 S/P SCREWS,33,132000,2026-08-12 18:00:00,29972,
192908,06104725AA,715701,586,275 MC 112 S/P,39,109200,2026-08-12 18:00:00,29974,
192908,06509967AA,715680,KIB,290 BF 105 S/P BOLTS,20,16500,2026-08-12 18:00:00,29974,
192954,91058,713301,304,252+294 TBL 4 S/P CERT,31,37200,2026-08-12 18:00:00,29974,
192978,11546462,716185,1037,280 BF 121 S/P,30,19500,2026-08-12 18:00:00,29974,
192978,06105049AA,715685,KIB,190+268 TBL 3 S/P BOLTS,23,18400,2026-08-10 18:00:00,29974,
192978,11546367-MY-AK,714197,48,275 BF 112 S/P,36,25200,2026-08-10 18:00:00,29974,
192981,06101831-A,715857,709,290 BF 110 S/P,40,40000,2026-08-12 18:00:00,29974,
192981,11546462,716183,1432,280 BF 121 S/P,36,23400,2026-08-12 18:00:00,29974,
192981,11546367-MY-AK,714192,1441,275 BF 108 S/P,36,25200,2026-08-12 18:00:00,29974,
192981,11546367-MY-AK,714189,121,275 BF 112 S/P,36,25200,2026-08-12 18:00:00,29974,
192981,06101831-A,715855,1043,290 BF 110 S/P,36,36000,2026-08-12 18:00:00,29974,
192981,06105102AA,716110,KIB,157 TBL 1 S/P BOLTS,39,26130,2026-08-12 18:00:00,29974,
192981,06105102AA,716114,KIB,157+279 TBL 1 S/P BOLTS,36,24120,2026-08-11 18:00:00,29974,
192981,11546367-MY-AK,714193,260,275 BF 108 S/P,36,25200,2026-08-11 18:00:00,29974,
192981,11546367-MY-AK,714190,408,275 BF 112 S/P,36,25200,2026-08-11 18:00:00,29974,
192981,06101968-A,716080,1839,292 MC 19 S/P,36,79200,2026-08-12 18:00:00,29974,
192981,11546367-MY-AK,714191,931,275 BF 108 S/P,36,25200,2026-08-12 18:00:00,29974,
193047,11610091-MY-AK,714170,274,280 BF 118 S/P,35,87500,2026-08-12 18:00:00,29974,
193047,11546703,713205,1308,157+245 TBL 1 S/P SCREWS,30,120000,2026-08-12 18:00:00,29974,
193047,11546703,713204,1777,190+268 TBL 3 S/P SCREWS,28,112000,2026-08-12 18:00:00,29974,
193047,11546703,713199,56,279 TBL 6 S/P SCREWS,36,144000,2026-08-12 18:00:00,29974,
193047,94012078,714723,1667,252+294 TBL 4 S/P BOLTS,25,2500,2026-08-12 18:00:00,29974,
193047,06511672AA,710142,519,157+245 TBL 1 S/P,29,40600,2026-08-12 18:00:00,29974,
193047,06511672AA,713866,444,252+294 TBL 4 S/P,26,36400,2026-08-12 18:00:00,29974,
193047,11546703,713203,1771,11+293 TBL 5 S/P SCREWS,28,112000,2026-08-12 18:00:00,29974,
193047,06511672AA,711772,919,252+294 TBL 4 S/P,36,50400,2026-08-12 18:00:00,29974,
193047,11546703,714421,1411,11+293 TBL 5 S/P SCREWS,36,144000,2026-08-12 18:00:00,29974,
193047,11546703,712586,1530,190+268 TBL 3 S/P SCREWS,27,108000,2026-08-12 18:00:00,29974,
193047,11546703,713198,455,279 TBL 6 S/P SCREWS,16,64000,2026-08-12 18:00:00,29974,
#N/A,#N/A,711665,#N/A,290 BF 106 S/P,33,#N/A,2026-07-01 18:00:00,29974,
#N/A,#N/A,713066,#N/A,190+268 TBL 3 S/P,36,#N/A,2026-07-10 18:00:00,29974,
#N/A,#N/A,712407,#N/A,156 BF 116 S/P,36,#N/A,2026-07-14 18:00:00,29974,
193079,11546571,716001,1074,285+391 TBL 2 S/P SCREWS,29,44950,2026-08-13 18:00:00,29977,
192613,11549168-CA-IN,704978,742,285+391 TBL 2 S/P CERT,42,42000,2026-08-13 18:00:00,29979,
192845,11549168-CA-IN,710830,1028,272 MC 26 S/P,52,52000,2026-08-13 18:00:00,29979,
192845,11549168-CA-IN,711863,966,157+245 TBL 1 S/P CERT,42,42000,2026-08-13 18:00:00,29979,
192978,11546367-MY-AK,714198,458,275 BF 112 S/P,36,25200,2026-08-13 18:00:00,29979,
192978,11546367-MY-AK,714199,897,275 BF 108 S/P,36,25200,2026-08-13 18:00:00,29979,
192978,11546437-MY-AK,716156,1305,275 BF 102 S/P,36,54000,2026-08-12 18:00:00,29979,
192978,11546437-MY-AK,716158,873,290 BF 106 S/P,47,70500,2026-08-12 18:00:00,29979,
192978,11546463,716173,42,11+293 TBL 5 S/P,34,15300,2026-08-11 18:00:00,29979,
192978,11546462,716186,830,292 MC 110 S/P,36,23400,2026-08-11 18:00:00,29979,
192978,11546463,716172,1000,292 BF 116 S/P,36,16200,2026-08-11 18:00:00,29979,
192978,11546437-MY-AK,716079,555,275 BF 102 S/P,60,90000,2026-08-11 18:00:00,29979,
192978,11546463,716171,584,292 BF 116 S/P,36,16200,2026-08-11 18:00:00,29979,
192981,06104388AA,715864,1765,275 MC 04 S/P BOLTS,13,8580,2026-08-13 18:00:00,29979,
192981,06104388AA,715867,29,275 MC 04 S/P BOLTS,23,15180,2026-08-13 18:00:00,29979,
192981,06511701AA,716152,892,275 BF 103 S/P,36,82800,2026-08-12 18:00:00,29979,
192981,06511701AA,716153,258,280 BF 123 S/P,36,82800,2026-08-12 18:00:00,29979,
192981,11546463,716178,318,292 BF 116 S/P,36,16200,2026-08-12 18:00:00,29979,
193047,11610091-MY-AK,714169,755,275 MC 112 S/P,32,80000,2026-08-13 18:00:00,29979,
193047,11546703,713202,1770,252 TBL 4 S/P SCREWS,30,120000,2026-08-12 18:00:00,29979,
193047,11546703,712587,234,190+268 TBL 3 S/P SCREWS,33,132000,2026-08-12 18:00:00,29979,
193047,11546703,713201,1758,279 TBL 6 S/P SCREWS,36,144000,2026-08-12 18:00:00,29979,
193065,11546449,715760,619,280 BF 123 S/P,36,90000,2026-08-13 18:00:00,29979,
193065,11546449,715761,241,280 BF 124 S/P,25,62500,2026-08-13 18:00:00,29979,
193065,11546545,716267,224,290 BF 106 S/P,36,90000,2026-08-13 18:00:00,29979,
193065,11546545,716264,1659,275 BF 103 S/P,36,90000,2026-08-13 18:00:00,29979,
193065,11547369,714135,911,11+293 TBL 5 S/P,61,15250,2026-08-12 18:00:00,29979,
191424,NU5108-00,713725,1058,"272 MC 26 S/P BTB-->POT# 047, CERT",1,70000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192745,NU5108-00,714235,235,"272 MC 26 S/P BTB-->POT# 953, CERT",1,75000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192899,NU1510-00,715713,370,290 BF 107 S/P,1,41000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192899,NU1510-00,714467,1689,290 BF 107 S/P,1,47820,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192933,11612078-B,712889,15,390 TBL 7 S/P BTB-->POT#228,1,75000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192989,NU1510-00,715837,1662,280 BF 120 S/P,1,42380,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192989,NU1510-00,715836,193,280 BF 124 S/P,1,40323,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192989,NU1405-00,716151,66,292 BF 113 S/P,1,75000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
192989,NU1405-00,716150,788,292 BF 113 S/P,1,74586,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715980,1049,190+268 TBL 3 S/P,1,4950,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715971,1374,294+252 TBL 4 S/P,1,4990,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715970,1325,157+245 TBL 1 S/P,1,5883,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715975,197,11+293 TBL 5 S/P,1,4770,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715977,1604,252+294 TBL 4 S/P,1,4990,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715972,507,293+11 TBL 5 S/P,1,5250,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715981,198,157+245 TBL 1 S/P,1,4700,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715979,1626,190+268 TBL 3 S/P,1,5340,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715974,560,157+245 TBL 1 S/P,1,4700,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715978,578,252+294 TBL 4 S/P,1,4700,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,11612078-B,710176,1697,390 TBL 7 S/P BTB-->POT#1582,1,75000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193047,NU3019-00,715976,1584,190+268 TBL 3 S/P,1,4950,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193079,11612078-B,710150,239,390 TBL 7 S/P BTB-->POT#1566,1,72000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193079,11612078-B,712884,228,390 TBL 7 S/P BTB-->POT#239,1,72000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193079,06511799AA,712206,37CTNS,252+294 TBL 4 S/P CERT,31,55800,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193079,06511799AA,712977,39CTNS,11+293 TBL 5 S/P CERT,35,63000,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193079,06511799AA,712205,35 CTNS,190+268 TBL 3 S/P CERT,32,57600,2026-08-14 18:00:00,29980,ngày lấy từ dòng khác cùng PS
193122,NU3516-00,713305,806,190+268 TBL 3 S/P,1,11000,2026-08-14 18:00:00,29980,
193122,NU3516-00,713310,297,11+293 TBL 5 S/P,1,15695,2026-08-14 18:00:00,29980,
193122,NU3516-00,713304,54,11+293 TBL 5 S/P,1,11000,2026-08-14 18:00:00,29980,
193122,NU3516-00,713790,375,285+391 TBL  2 S/P,1,11000,2026-08-14 18:00:00,29980,
193122,11609746,714016,739,252+294 TBL 4 S/P,29,63800,2026-08-14 18:00:00,29980,
193122,NU3516-00,713311,72,11+293 TBL 5 S/P,1,11000,2026-08-14 18:00:00,29980,
193122,NU3516-00,713306,915,285+391 TBL 2 S/P,1,11000,2026-08-14 18:00:00,29980,
193122,NU3516-00,713309,1366,190+268 TBL 3 S/P,2,25295,2026-08-14 18:00:00,29980,
192613,11549168-CA-IN,707998,533,272 MC 26 S/P CERT,56,56000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192845,11549168-CA-IN,712288,1010,272 MC 26 S/P CERT,36,36000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192845,11549168-CA-IN,712287,863,272 MC 26 S/P CERT,36,36000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192933,06511799AA,712204,36 CTNS,11+293 TBL 5 S/P CERT,33,59400,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192978,11546367-MY-AK,714196,295,275 BF 112 S/P,33,23100,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192981,11546462,716177,837,292 MC 110 S/P,36,23400,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192981,11546367-MY-AK,714188,980,275 BF 112 S/P,36,25200,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192981,06105102AA,716111,KIB,157+279 TBL 1 S/P BOLTS,16,10720,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192981,06105102AA,716115,KIB,157+279 TBL 1 S/P BOLTS,20,13400,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192981,11546462,716182,100,292 MC 110 S/P,36,23400,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193047,94012078,714722,1423,11+293 TBL 5 S/P BOLTS,25,2500,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193047,11546703,712579,518,252+294 TBL 4 S/P SCREWS,28,112000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193047,11546703,713200,1759,190+268 TBL 3 S/P SCREWS,30,120000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11546545,716261,829,290 BF 106 S/P,36,90000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11546545,716266,854,275 BF 104 S/P,36,90000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,06105049AA,716099,223,190+268 TBL 3 S/P BOLTS,14,11200,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,06105049AA,716096,178,285+391 TBL 2 S/P BOLTS,26,20800,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11546545,716268,913,275 BF 103 S/P,36,90000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,06105049AA,716097,1602,157+245 TBL 1 S/P BOLTS,34,27200,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,06105049AA,716098,735,190+268 TBL 3 S/P BOLTS,25,20000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11549169-MY-AK,715960,139,292 BF 116 S/P,36,23760,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11549169-MY-AK,715961,1582,290 BF 110 S/P,36,23760,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193065,11549169-MY-AK,715958,1429,290 BF 110 S/P,36,23760,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193079,1K2GZ0-00,715799,1545,285+391 TBL 2 S/P,22,99000,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193079,W711953-S900,715792,605,157+245 TBL 1 S/P,10,17500,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
193122,W715851-S450B,715801,1599,190+268 TBL 3 S/P,36,68400,2026-08-16 18:00:00,29987,ngày ƯỚC TÍNH (theo số PS)
192761,06513514AA,714162,930,"190, 268 TB3 S/P",31,11160,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192761,11546437-MY-AK,714143,1390,280 BF123 S/P,58,87000,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192761,11546437-MY-AK,714151,576,275 BF102 S/P,72,108000,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192761,06104388AA,714340,1769,275 MC004 S/P,36,23760,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192761,11546437-MY-AK,714142,1591,290 BF106 S/P,57,85500,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192831,06511834AA,715605,593,285&391 TB2 S/P,36,3600,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192831,06512106AA,715613,694,190&268 TB3 S/P,29,5800,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192845,11549168-CA-IN,710829,666,279 TB6 S/P CERT,27,27000,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
192933,11612078-B,709056,1614,"04, MC074 S/P CERT IN VCI BAG",36,66600,2026-08-16 18:00:00,29988,ngày ƯỚC TÍNH (theo số PS)
